logFC,P.Value,adj.P.Val,symbol,FC,logPval
0.885146260399985,9.39897938624834e-06,0.00562058967297651,BST2,1.71159369852979,5.02691930288809
1.1521234636517,4.7322580446623e-05,0.0141494515535403,VDAC2,2.1099170254084,4.32493158181304
0.759198675148209,8.71542961317359e-05,0.0173727563622594,SLC25A20,1.54484415894855,4.05971120017395
-0.802525918532172,0.000142477431716719,0.0211869973590904,MCCC2,-1.60081605769168,3.84625392202116
0.99819825088526,0.00019891998119244,0.0211869973590904,EPHX1,1.87234759722118,3.70132159050164
0.64586337579644,0.000212578568820305,0.0211869973590904,HARS1,1.40489782990488,3.67248052114966
0.69903102571671,0.000284506917380721,0.0243050195133816,SOD1,1.46941762633705,3.5459071698884
-0.821114070568324,0.000412793263835313,0.0308562964716896,PCCA,-1.62526861770146,3.38426739835522
0.687747333277981,0.000734242048368655,0.0378354340352601,CTSD,1.45556083941459,3.1341607480647
1.02119895533772,0.000739798689777629,0.0378354340352601,DCTPP1,1.90642828798355,3.1308864421783
-0.821662305639062,0.000774735801573252,0.0378354340352601,RPS17,-1.62599389252566,3.11084637424311
0.64525698011783,0.000831381565425424,0.0378354340352601,RAB8A,1.4041731294202,3.08019960951801
0.652258483201891,0.000868665106891568,0.0378354340352601,NAP1L4,1.41255572745775,3.06114762316158
0.479708630750137,0.000889128850781905,0.0378354340352601,NUCB1,1.21518139971208,3.05103529737779
0.866765639149271,0.000955730750019716,0.0378354340352601,SCARB2,1.68647635711858,3.01966444062194
-0.740737893077297,0.00101231930529124,0.0378354340352601,C1QBP,-1.52142200112192,2.9946824809214
0.763621515692831,0.00161305005046779,0.0567414076576316,PFKL,1.55049306343188,2.79235215691064
-0.556567370349143,0.00221910018481137,0.0708555948553745,GMPS,-1.30078613699981,2.65382309040946
-0.452684863921219,0.00249373971305203,0.0708555948553745,GFPT1,-1.18591438797014,2.60314887847753
0.485462974137073,0.00256556847284732,0.0708555948553745,NPEPPS,1.22146812318453,2.59081638990241
-0.510694215531919,0.00261205698839946,0.0708555948553745,RPS6,-1.24926445068004,2.58301735209933
-0.552102502765974,0.00275322047141516,0.0708555948553745,YBX1,-1.29571456322003,2.56015900993423
0.535201672973217,0.00292460898171397,0.0708555948553745,NUP205,1.27662916326036,2.53393219058544
0.460248123969984,0.00294883877728075,0.0708555948553745,GLUD1,1.19406310360165,2.53034897110753
-0.497086103134638,0.00296219042037519,0.0708555948553745,SNRNP70,-1.23422597138688,2.52838702688839
0.443666437444559,0.00358752815847291,0.0822199380094524,APOL2,1.17624044837981,2.4452046814715
-0.461773196337949,0.00402608128171414,0.0822199380094524,KHDRBS1,-1.19571019707665,2.39511746147827
-0.988142140406989,0.00405724138280465,0.0822199380094524,MCCC1,-1.85759724826201,2.39176915347349
-0.545462902592794,0.00415327440270165,0.0822199380094524,RPSA,-1.2881956792412,2.3816093745385
0.384972660332169,0.0041589123753651,0.0822199380094524,HM13,1.11438666311185,2.38102022974238
0.447022951348369,0.00426223758911877,0.0822199380094524,IDH2,1.1798355436571,2.37036234515037
0.865415372341168,0.00512793575285433,0.0958282993814652,EIF3H,1.68464204432197,2.29005742466624
0.603796939833455,0.00529406928105133,0.0959349524263241,SLC25A3,1.35520597297898,2.27621037958522
0.567146618038633,0.00559311465658444,0.0983730166069852,NAP1L1,1.31285276243259,2.25234627771957
-0.443479078065758,0.00613737795383129,0.104861486182603,USO1,-1.17603995927272,2.21201713104081
-0.354968639165907,0.00722097042500633,0.119948342059827,AP1G1,-1.0834861195732,2.14140443374549
-0.549008217284797,0.00772347261574125,0.121798987575481,RPL29,-1.29220709583456,2.11218738894405
-0.476020944654147,0.00818456404706001,0.121798987575481,SF3A3,-1.21116270712428,2.0870044484449
0.548943355207044,0.00824983416480613,0.121798987575481,PSMA7,1.29213363634702,2.08355478139353
-0.481296987438816,0.00833417648282245,0.121798987575481,ECH1,-1.21691477201886,2.07913730724994
0.446065956489562,0.00844054757297232,0.121798987575481,VDAC1,1.17880987550655,2.07362937799444
-0.543697485813592,0.00855444394342846,0.121798987575481,RPL13,-1.28620106631724,2.06780821524611
0.41880196105015,0.00893317674930876,0.12423348130434,CELF2,1.14980558864339,2.04899407309839
-0.356224262061112,0.0092994242324997,0.1263876293417,RPL31,-1.08476977243383,2.03154393965994
0.492038436895099,0.00971051663803374,0.129041976656537,CD59,1.2286757297007,2.01275766328681
-0.369912442697247,0.0103843654354105,0.134996750660336,PPA1,-1.09881703521528,1.98362003705086
0.479662478538733,0.0108408351716352,0.137932328353997,EEF1B2,1.21513105587434,1.96493725871454
0.708009637775687,0.0131716212122615,0.161260020359909,EIF2S1,1.48050786826702,1.88036076716375
0.410456866455455,0.0132136137084206,0.161260020359909,NDUFB10,1.14101037475317,1.87897839366464
0.370277948695943,0.0135401222496632,0.161939862105971,BCAP31,1.09919347981275,1.86837741451982
0.337550948165552,0.0143534009985709,0.163212247654472,CCT7,1.0657638302872,1.84304518186317
0.300245113119761,0.0144495867480536,0.163212247654472,GATD3B,1.02832500018843,1.84014457336462
0.320443342763786,0.0146276550909098,0.163212247654472,ETFDH,1.0485082857571,1.83482528855006
-0.595717136553523,0.0147382297213068,0.163212247654472,SRRM2,-1.34579473791597,1.83155467851492
-0.353114671115026,0.0158092941530695,0.170254473894751,GSTP1,-1.08159226463204,1.8010875198382
0.320268213779517,0.0159435627727526,0.170254473894751,TIMM44,1.04833240882957,1.79741462399049
0.284408205999451,0.0165132959734982,0.171115524160941,IMMT,1.01264098727062,1.78216623502063
